Name.of.Company,Date.of.Breach,Reported.Date,state,State.Residents.Affected
"Foundation of the Massachusetts Eye and Ear Infirmary, Inc., Massachusetts Eye and Ear Infirmary, 243 Charles Street, Boston, MA 02214",2016-03-21,2016-06-16,ME,8
"Ameriprise Financial, Inc., 707 Second Avenue S, Minneapolis, MN 55474",2016-04-28,2016-06-14,ME,3
"Tiemart, Inc., 525 Morris Avenue, Mundelein, IL 60060",2016-05-04,2016-06-13,ME,2
"Franklin Templeton Investor Services, LLC (""FTIS""), 3344 Quality Drive, Rancho Cordova, CA 95670",2015-11-09,2016-06-10,ME,1
"Fidelity Investments, Corporate Compliance, 200 Seaport Blvd.  Z1N, Boston, MA 02210",2016-04-20,2016-06-10,ME,1
"Bucknell University, 701 Moore Ave., Lewisburg, PA 17837",2016-03-31,2016-06-03,ME,15
"SD Associates P.C. (""SD""), 300 Yorktown Plaza, Elkins Park, PA 19027",2016-04-21,2016-06-02,ME,12
"Shoes West Distribution, Inc. (dba Taos Footwear), 2660 Columbia Street, Torrance, CA 90503",2016-04-14,2016-05-27,ME,1
"The Kroger Co. (""Kroger""), 1014 Vine Street, Cincinnati, OH  45202-1100",2016-01-22,2016-05-25,ME,5
"Milwaukee Bucks, 1001 N. 4th Street, Milwaukee, WI  53203",2016-04-26,2016-05-25,ME,1
"Stamford Podiatry Group, 1234 Summer Street, Suite 202, Stamford, CT  06905",2016-02-22,2016-05-24,ME,17
"Maritz Holdings, Inc. (""Maritz""), P.O. Box 6336, Portland, OR  97228",2016-03-01,2016-05-23,ME,1
"Match-Up Solutions (""Match-Up"")",2015-12-07,2016-05-26,ME,21
"DeLong & Brower, PC, 238 Hoover Blvd #10, Holland, MI  49423",2016-04-03,2016-05-19,ME,1
"Metropolitan Jewish Health System, Inc., 6323 7th Avenue, Brooklyn, NY  11220",2016-01-15,2016-05-19,ME,3
"MYR Group Inc.,  1701 Golf Road, Suite 3-1012, Rolling Meadows, IL  60008",2016-04-14,2016-05-19,ME,89
"Batdorf & Bronson Coffee Roasters, 200 Market NE, Olympia, WA  98501",2015-10-01,2016-05-17,ME,7
"Kolodzey & Cox CPAs, PC; Gibbsboro, NJ",2016-03-21,2016-05-17,ME,2
"Conway Group, Inc., 10 Capitol Street,Nashua, NH  03063",2016-04-29,2016-05-16,ME,93
"Kalamazoo College, 1200 Academy Street, Kalamazoo, MI 49006",2016-04-28,2016-05-11,ME,1
"Group Benefits Services, Inc. (""GBS"")",2016-02-05,2016-05-09,ME,1
"CertifiKid LLC, P.O. Box 60871, Potomac, MD 20854",2016-01-25,2016-05-05,ME,62
"Rug Doctor, LLC, 4701 Old Shepard Place, Plano, TX 75093 ",2016-03-08,2016-05-09,ME,3
"Sanctuary Clothing LLC, 3611 N. San Fernando Blvd., Burbank, CA 91505",2015-12-30,2016-05-03,ME,2
"Charles Schwab & Co., 211 Main Street, San Francisco, CA 94105",2016-03-25,2016-05-03,ME,62
"Nordic Consulting Partners, Inc.; 740 Regent Street, Suite 400, Madison, WI 53715",2016-03-29,2016-05-02,ME,2
"Union League Club of Chicago, 65 W. Jackson Blvd., Chicago, IL 60604",2015-12-10,2016-04-29,ME,1
"PhyMed Management, LLC, 110 29th Avenue North, Suite 301, Nashville, TN 37203",2016-04-18,2016-04-29,ME,1
"Hill & Knowlton Strategies, 825 Third Avenue, Suite 2400, New York, NY 10022",2016-02-23,2016-04-29,ME,5
"Hi-Tec Sports USA, Inc, (and Magnum Boots), 7632 SW Durham Road, Suite 305, Tigard, OR 97224",2014-09-21,2016-04-29,ME,119
"Rhode Island Blood Center, 405 Promenade Street, Providence, RI 02908",2016-04-08,2016-04-29,ME,1
"Heritage Oaks Bank, 1222 Vine Street, Paso Robles, CA 93446",2016-03-08,2016-04-28,ME,1
"Michels Corporation, P.O. Box 128, 817 West Main Street, Brownsville, WI  53006",2016-04-16,2016-04-25,ME,26
"Vbrick Systems, Inc., 2121 Cooperative Way, Suite 100, Herndon, VA 20171",2016-03-24,2016-04-22,ME,1
Anthelio Healthcare Solutions Inc.,2016-02-25,2016-04-20,ME,3
"The Fruitful Yield, Inc., 229 W. Roosevelt Road, Lombard, IL 60148",2016-01-07,2016-04-20,ME,32
"Geltrude & Company, LLC,513 Franklin Avenue, Nutley, NJ 07110",2016-03-12,2016-04-19,ME,2
"Highway Toll Administration, P.O. Box 30, Roslyn Heights, NY 11577",2016-01-22,2016-04-15,ME,1
"Seven Hills Foundation, Inc., 81 Hope Avenue, Worcester, MA 01603",2016-04-08,2016-04-15,ME,2
"TTI Floor Care North America, 8405 IBM Drive, Charlotte, NC 28262",2015-10-26,2016-04-15,ME,2
Tidewater Community College,2016-03-02,2016-04-13,ME,1
"Academy of Art University, 79 New Montgomery Street, San Francisco, CA 94105",2016-03-04,2016-04-12,ME,2
"Nations Lending Corporation, 4 Summit Park Drive, Suite 200, Independence, OH 44131",2016-03-18,2016-04-11,ME,1
"Schwaab, Inc., 12855 W. Lisbon Road, Suite 100,Brookfield, WI 53005",2014-01-22,2016-04-11,ME,341
"Asure Software, 110 Wild Basin Road, Suite 100, Austin, TX 78746",2016-03-07,2016-04-07,ME,1
"The Coast Distribution System, Inc., 500 W.Madison Street, Chicago, IL 60661",2016-03-23,2016-03-31,ME,1
"Block and Company, Inc., 1111 Wheeling Road, Wheeling, IL 60090",2016-02-09,2016-03-31,ME,4
"Traphagen & Traphagen CPAs, LLC 234 Kinderkamack Road, Oradell, NJ 07649",2015-09-14,2016-03-30,ME,3
"Burgess Advertising & Marketing, 1290 Congress Street, Portland, ME 04102",2016-03-08,2016-03-29,ME,13
"GlaxoSmithKline LLC 5 Crescent Drive, NY 0300, Philadelphia, PA 19112",2016-02-17,2016-03-28,ME,1
"Affinion Group, 6 High Ridge Park, Stamford, CT  06905",2016-02-22,2016-03-28,ME,2
"Armstrong Backus & Co., LLP, 515 West Harris Avenue, Suite 200, San Angelo, TX 76902",2016-01-24,2016-03-28,ME,1
"Mohawk Mountain Ski Area, Inc., 46 Great Hollow Road, Cornwall, CT 06753",2016-03-08,2016-03-24,ME,1
"CareCentrix, Inc., 20 Church Street, 12th Floor, Hartford, CT 06103",2016-02-24,2016-03-21,ME,1
"Gryphon Technologiies LC, 80 M Street SE, Suite 600, Washington, DC 20003",2016-02-29,2016-03-21,ME,5
"Numerex Corp, 3330 Cumberland Blvd SE, Suite 700, Atlanta, GA 30339",2016-03-02,2016-03-17,ME,1
"Netcracker Technology Corp., University Office Park, III, 95 Sawyer Road, Suite 600, Waltham, MA 02453",2016-03-10,2016-03-16,ME,1
"Matrix Service Co., Matrix Service, Matrix PDM Engineering, Matrix North American Construction, Ltd and Matrix No. American Construction, Inc. (collectively, ""Matrix""), 5100 E. Skelly Dr., Ste. 700, Tulsa, OK 74135",2016-02-03,2016-03-11,ME,3
"Seagate US LLC, 10200 S. De Anza Boulevard, Cupertino, CA 95014",2016-02-29,2016-03-09,ME,1
"1-800-Flowers.com, One Old Country Road, Suite 500, Carle Place, NY 11514",2016-02-15,2016-03-08,ME,14
"GCI, 2550 Denali Street, 1000, Anchorage, AK 99503-2751",2016-02-24,2016-03-08,ME,1
"ISCO Industries, Inc., 100 Witherspoon Street 2 West, Louisville, KY 40202",2016-03-02,2016-03-07,ME,2
"Applied Systems, Inc., 200 Applied Parkway, University Park, IL 60484",2016-02-19,2016-03-07,ME,1
"21st Century Oncology, 2270 Colonial Boulevard, Fort Myers, FL 33907",2015-10-03,2016-03-04,ME,1016
"Actifio, Inc., 333 Wyman Street, Waltham, MA 02451",2016-02-03,2016-03-02,ME,1
"TN Marketing, 1903 Wayzata Blvd East, Wayzata, MN 55391",2015-11-24,2016-02-29,ME,62
"Landry's, Inc., Golden Nugget Atlantic City, LLC, Golden Nuttet Lake Charles, LLC, GNL Corp, GNLV Corp., and Riverboat Corporation of Mississippi, 1510 W. Loop South, Houston, TX 77027",2014-05-05,2016-02-26,ME,16
"Northern State Bank, 321 Main Street W, Ashland, Wisconsin 54806",2016-02-06,2016-02-25,ME,84
"Lynn University, Boca Raton, Florida",2014-06-24,2016-02-19,ME,2
"Superior Labels, 2390 Cumberland Square Dr., Bettendorf, IA 52722",2015-11-03,2016-02-25,ME,42
"Poycom, Inc.",2016-02-05,2016-02-12,ME,7
"Ballet Makers, Inc., d/b/a Capezio, One Campus Road, Totowa, NJ  07512",2015-10-07,2016-02-09,ME,25
"QVC, Inc., 1200 Wilson Dr., West Chester, PA 19380",2015-11-24,2016-02-08,ME,1
"Gyft, Inc., 150 W. Evelyn Ave., Suite 300, Mountain View, CA 94041",2015-10-03,2016-02-05,ME,869
"University of Central Florida, 4000 Central Florida Blvd, Orlando, FL  32816",2015-12-30,2016-02-05,ME,26
"Bailey's, Inc., 1222 Commerce Ave, Suite D, Woodland, CA 95776",2015-09-25,2016-02-02,ME,225
"Oiselle Running, Inc., 7109 Woodlawn Ave, NE, Suite 201, Seattle, WA 98115",2015-10-29,2016-02-01,ME,14
"TaxSlayer, 3003 TaxSlayer Drive, Evans, GA 30809",2015-10-10,2016-01-29,ME,35
"Richardson & Company, PC, 165 Village Street, Medway, MA  02053",2015-11-25,2016-01-29,ME,19
"Neiman Marcus Group, One Marcus Square, 1618 Main Street, Dallas, TX 75201",2015-12-26,2016-01-29,ME,5
"The Hain Celestial Group, Inc., 1111 Marcus Avenue, Lake Success, NY 11042",2015-05-16,2016-01-28,ME,12
"id experts, 10300 SW Greenburg Road, Ste 570, Portland, OR 97223 (o/b/o Kicky Pants)",2015-09-24,2016-01-21,ME,13
"John Scheepers Seeds, LLC (d/b/a John Scheepers Kitchen Garden Seeds), 23 Tulip Drive, P.O. Box 638, Bantam, CT 06750",2015-09-19,2016-01-18,ME,2
"Intuit, Inc., 2535 Garcia Ave., Mountain View, CA  94043",2015-12-31,2016-01-15,ME,10
Jacks Barbeque,2015-12-01,2016-01-14,ME,1
Northshore Care Supply,2015-12-01,2016-01-14,ME,5
Palace Casino Resort,2015-12-01,2016-01-14,ME,2
"HSBC Bank USA National Association, 1800 Tysons Boulevard, McLean, VA 22101",2015-12-07,2016-01-13,ME,648
"JB Autosports, Inc.. 1-8 Jefferson Ave., Des Moines, Iowa 50314",2015-08-01,2016-01-13,ME,14
"Phillip Capital, Inc., 141 West Jackson Boulevard, Suite 3050, Chicago, IL 60604",2015-10-23,2016-01-12,ME,1
"Clarks Americas, Inc., 156 Oak Street, Newton Upper Falls, MA 02464",2015-12-17,2016-01-11,ME,2
"Blucora, Inc., 1425 60th St., NE, Ste. 300, Cedar Rapids, IA 52402",2015-11-10,2016-01-08,ME,2
"Matson Navigation Company, Inc., 555 12th Street, Oakland, CA 94607",2015-11-09,2015-12-23,ME,188
"Farm to Feet, 1546 Carter Street, Mount Airy, NC",2015-08-03,2015-12-23,ME,5
"Dungarees, LLC, 500 East Broadway, Columbia, MO 65201",2015-10-15,2015-12-21,ME,143
"Centerra Group, LLC through  ADP",2015-10-28,2015-12-14,ME,1
"Cottage Health, 400 West Pueblo Street, Santa Barbara, CA  93015",2015-10-26,2015-12-03,ME,2
"Norton Rose Fulbright US LLP, Tabor Center, 1200 17th Street, Suite 1000, Denver, CO 80202",2015-02-17,2015-11-24,ME,14
"Intuit, Inc., 2535 Garcia Ave., Mountain View, CA  94043",2015-10-12,2015-11-17,ME,24
Fashion to Figure,2015-05-19,2015-11-13,ME,14
"Nobel House Hotels & Resorts, 600 6th Street South, Kirkland, WA 98033",2014-12-29,2015-11-13,ME,46
"Integrated Listening Systems, LLC, 2851 S. Parker Road, Suite 800, Aurora, CO  80014",2015-05-18,2015-11-12,ME,4
"Santander Bank, 75 State Street, Boston, MA 02109",2015-06-01,2015-11-02,ME,1
"Dow Corning Corp., 1 East Main Street, Bay City, Michigan 48708",2015-08-31,2015-10-30,ME,5
Mountain Travel Sobek,2015-07-10,2015-10-29,ME,1
"Digital Theatre, LLC (operator of the ShowTix4U website)",2015-04-19,2015-10-28,ME,3
"Interstitial Cystitis Network, 5636 Del Monte Court, Santa Rosa, CA 95409",2015-04-06,2015-10-26,ME,7
"BMO Harris Bank, N.A. (Diner's Club), P.O. Box 6012, Carol Stream, IL 60197",2014-03-01,2015-10-23,ME,1
"Nobel House Hotels & Resorts, 600 6th Street South, Kirkland, WA 98033",2015-01-28,2015-10-22,ME,9
"N. Stevens Inc., 25 Richardson St,, Portland, ME  04103",2015-09-18,2015-10-16,ME,1
"Samela, Inc., d/b/a NorthShore Care Supply",2015-03-30,2015-10-08,ME,58
"T-Mobile USA, Inc., 12920 SE 38th Street, Bellevue, WA 98006",2015-09-14,2015-10-01,ME,12952
"Actavis, Inc., 400 Interpace Parkway, Parsippany, NJ 07054",2015-08-25,2015-10-01,ME,10
"Becker & Mayer LLC, 11120 NE 33rd place, Suite 101, Bellevue, WA 98004",2015-04-01,2015-09-28,ME,2
"Scottrade Financial Services, Inc., P.O. Box 31759, St. Louis, MO 63131",2015-07-01,2015-09-25,ME,3
Rite Aid Corporation,2014-08-20,2015-09-22,ME,1674
"Costco Photo Center, 999 Lake Drive, Issaquah, WA 98027",2014-06-19,2015-09-21,ME,58
"Sunquest Information Systems, Inc., 250 South Williams Blvd, Tuscon, AZ 85711",2015-07-27,2015-08-26,ME,5
"Wm. T. Burnett & Co./STX, 1500 Bush Street, Baltimore, MD 21230",2015-04-26,2015-08-21,ME,2
"Milk Nursingwear, 1801 Peachtree Street, Suite 300, Atlanta, GA 30309",2015-07-13,2015-08-20,ME,1
"SterlingBackcheck, 1 State Street Plaza, 24th Floor, New York, NY 10004.",2015-05-29,2015-07-08,ME,228
"Genworth, Data Security Team, P.O. Box 320, Lynchburg, VA 24505",2015-07-28,2015-08-19,ME,4
"Vewpoint, Inc., 1515 SE Water Avenue, Suite 300, Portland, OR 97214",2015-07-09,2015-08-18,ME,1
"Totally Promotional, 128 W. Market Street, Celina, Ohio 45822",2015-06-23,2015-08-17,ME,14
"Milestone Hospitality Management, LLC, 717 Light Street, Baltimore, ME 21230",2015-06-02,2015-08-14,ME,12
"Newton Running Company, 1375 Walnut Street, #100, Boulder, CO 80302",2015-04-26,2015-08-11,ME,1
"Green Wave Scientific, Inc., 2720 Discovery Drive, Raleigh, NC 27616",2015-06-03,2015-08-10,ME,14
"Co Staff Services, 29100 Northwestern Highway, Suite 240, Southfield, MI 48034",2015-07-31,2015-08-07,ME,1
"SMS Hospitality, LLC, 7701 Universal Blvd, Orlando, FL 32819",2015-05-28,2015-08-07,ME,1
"WP Technology Inc., d/b/a Wattpad, 36 Wellington Street East, Suite 200, Toronto, Ontario, Ontario, Canada M5E 1C7",2015-05-29,2015-08-05,ME,7000
"Quest Diagnostics, 1290 Walll Street West, Lyndhurst, NJ 07071",2015-05-06,2015-08-03,ME,1
HSBC Bank USA National Association,2015-06-19,2015-07-24,ME,3
YMCA of Greater Pittsburgh,2015-06-07,2015-07-23,ME,1
"York Hospital Imaging Services, 15 Hospital Drive, York, Maine 03909",2015-02-17,2015-07-21,ME,1
"Ransomed Heart Ministries, 4965 N. 30th St., Colorado Springs, CO 80919",2015-04-28,2015-07-17,ME,6
"UCLA Health, 757 Westwood Plaza, Los Angeles, CA 90095",2014-09-21,2015-07-17,ME,423
Amsterdam Nursing Home Corporation,2015-01-31,2015-07-10,ME,2
"Hershey Entertainment and Resorts Company; 27 W. Chocolate Avenue; Hershey, PA 17033",2015-02-14,2015-07-10,ME,111
"Boston University, 1 Silber Way, Boston, MA 02215",2015-03-01,2015-07-10,ME,7
Mandarin Oriental ,2014-06-18,2015-07-10,ME,28
"Aerogrow International, Inc., 6075 Longbow Drive, Boulder, CO 80301",2015-05-13,2015-07-09,ME,19
"Arkema, Inc.; 900 First Avenue, King of Prussia, PA 19406",2015-05-26,2015-07-06,ME,18
Genius Central,2014-10-01,2015-06-24,ME,4
"Manchester Hotel Hospitality, LLC; 409 Montbrook Lane, Knoxville, TN 37919",2014-10-13,2015-06-23,ME,2
Aspex Pos,2015-05-01,2015-06-23,ME,1
Corkys Bbq,2015-05-01,2015-06-23,ME,2
Erincondren.com,2015-05-01,2015-06-23,ME,11
Home Depot,2015-05-01,2015-06-23,ME,5208
"Bank of Manhattan--Mortgage Lending, 2131 Rosecrans Ave., Suite 1100, El Segundo, CA 90245",2015-05-29,2015-06-25,ME,2
"LC Industries, 4500 Emporer Blvd, Durham, NC 27703",2015-02-10,2015-06-19,ME,14
"Dungarees, LLC, 500 East Broadway, Columbia, MO 65201",2015-03-26,2015-06-19,ME,140
"Flora Springs Winery & Vineyards, 1978 West Zinfandel Lane, St. Helena, CA 94574",2015-04-01,2015-06-18,ME,4
"Donelan Family Wines, LLC, 3352-D Coffey Lane, Santa Rosa, CA 95403",2015-04-01,2015-06-18,ME,1
"Charles Krug Winery (C. Mondavi & Family), 2800 Main Street, St. Helena, CA 94574",2015-04-01,2015-06-18,ME,5
"Fisher Vineyard, 6200 St. Helena Road, Santa Rosa, CA 95404 ",2015-04-01,2015-06-18,ME,4
"Corison Winery, 987 St. Helena Way, St. Helena, CA 94574",2015-04-01,2015-06-18,ME,9
"Cain Vinyard & Winery, 3800 Langtry, St. Helena, CA 94574",2015-04-01,2015-06-18,ME,3
"Clif Bar Family Winery & Farm, LLC, 1312 Vidovich Ave., St. Helena, CA 94574",2015-04-01,2015-06-12,ME,10
"Peter Michael Winery, 12400 Ida Clayton Road, Calistoga, CA 94515",2015-04-12,2015-06-12,ME,5
"Global Care Delivery, Inc., c/o Mark Bodnar, 391 Las Colinas Blvd. East, Suite 130715; Irving, TX 75039",2014-09-02,2015-06-12,ME,2
"Rombauer Vineyards, Inc., 3522 Silverado Trail, St. Helena, CA 94574",2015-04-01,2015-06-11,ME,11
"Hartland Dental LLC, 1200 Network Centre Drive., Effingham, IL 62401",2013-03-31,2015-06-04,ME,1
"Aerogrow International, Inc., 6075 Longbow Drive, Boulder, CO 80301",2014-10-15,2015-06-03,ME,295
Intimacy Mangement Company,2014-12-15,2015-06-03,ME,5
"U.S. HealthWorks, 1730 1 St., Sacramento, CA 95821",2015-04-22,2015-05-29,ME,17
"Unity Recovery Group, Inc., 630 US Highway 1, Floor 4, North Palm Beach, FL 33408",2014-04-01,2015-05-26,ME,1
"CareFirst BlueCross BlueShield, 1501 S. Clinton Street, Baltimore, MD 21224",2014-06-19,2015-05-20,ME,6
Fosters Grille Cape Coral,2015-04-01,2015-05-19,ME,1
Jimmy John's Corporate,2015-04-01,2015-05-19,ME,4
Kmart,2015-04-01,2015-05-19,ME,716
Park N Fly Online-Reserve,2015-04-01,2015-05-19,ME,3
"Hotel Beacon, 2130 Broadway at 75th Street, NY, NY 10023",2015-01-08,2015-05-19,ME,12
"Medical Management LLC, ",2013-02-01,2015-05-13,ME,6
"LCRX, 8240 East Gelding Dr., Suite 115, Scottsdale, AZ 85260",2015-01-09,2015-05-04,ME,1
"Honig's Whistle Stop, 7136 Jackson Rd., Ann Arbor, MI 48103",2015-03-08,2015-05-01,ME,34
"FreedomSmokes, Inc., 1039 Carrier Drive, Charlotte, NC 28216",2015-02-11,2015-04-20,ME,61
"Providence Hospital, 1150 Varnum St., N.E., Washington, DC 20017",2014-12-03,2015-04-15,ME,1
"Intuit, Inc., 2535 Garcia Ave., Mountain View, CA  94043",2014-10-01,2015-04-14,ME,40
"Intuit, Inc., 2535 Garcia Ave., Mountain View, CA  94043",2014-02-01,2015-02-15,ME,24
"SRI, Inc., 8082 Bash St, Indianapolis, Indiana 46250",2014-12-01,2015-04-02,ME,4
"Franklin & Marshall College, P.O. Box 3003, Lancaster, PA 17604",2013-03-27,2015-04-02,ME,2
"Essex Property Trust, Inc., 925 East Meadow Drive, Palo Alto, CA 94303",2013-08-13,2015-04-01,ME,3
"Law Enforcement Targets, 8802 West 35W Service Dr. NE, Blaine, MN  55449",2015-03-03,2015-03-17,ME,1
"Nite Ize, Inc.",2015-03-03,2015-03-27,ME,284
"OneStopParking, 7821 Commerce Dr., Suite 411, Florence, KY 41042",2014-08-01,2015-03-17,ME,10
"Betterbee, 8 Meader Road, Greenwich, NY 12834",2015-03-03,2015-03-16,ME,2
"AbsoluteCredit, LLC, 175 Exchange Street, Bangor, ME 04401",2014-11-19,2015-03-04,ME,42
"Bulk Reef Supply, Inc., 6325 Sandburg Road, Golden Valley, MN 55427",2014-07-30,2015-02-27,ME,47
"Uber Technologies, Inc., 182 Howard Street, Suite 8, San Francisco, CA  94105",2014-05-13,2015-02-26,ME,1
"University of Chicago Biological Sciences Division's Dept. of Medicine, 5841 So. Maryland Ave, MC 6092, Chicago, IL 60637",2014-12-25,2015-02-26,ME,3
"Lime Crime, Inc.",2014-10-04,2015-02-24,ME,104
"Exponent Technologies, Inc., 4970 Landmark Place, Dallas, TX 75254",2015-01-01,2015-02-17,ME,3
Intuit Inc.,2014-04-01,2015-02-15,ME,37
"Frederick County Public Schools, 191 South East Sreet, Frederick, MD 21701",2015-01-20,2015-02-13,ME,1
"Big Fish Games, Inc., 333 Elliot Avenue West, Suite 200, Seattle, WA  98119",2014-12-24,2015-02-10,ME,175
"Sky Casino LLC, 8670 Indiana 56, French Lick, IN 47432",2014-04-23,2015-02-01,ME,17
Umass Memorial Medical Group,2014-01-07,2015-01-30,ME,24
"Direct Marketing Assn. 1615 L St., NW, Suite 1100, Washington, DC 20036",2013-08-01,2015-01-28,ME,1
Cyberswim Inc.,2014-12-01,2015-01-20,ME,4
Dare County ABC #4,2014-12-01,2015-01-20,ME,1
Dinovite,2014-12-01,2015-01-20,ME,1
Fabrick Shack Ecommerce,2014-12-01,2015-01-20,ME,1
Lokai,2014-12-01,2015-01-20,ME,5
PPL RV Parts Superstore,2014-12-01,2015-01-20,ME,2
Sandpearl Resort,2014-12-01,2015-01-20,ME,3
Staples,2014-12-01,2015-01-20,ME,351
Viator Tours and attractions,2014-12-01,2015-01-20,ME,10
"Barbecue Renew, Inc.",2014-01-01,2015-01-16,ME,332
"Piech Slaes Company, LLC, d/b/a Value Pet Supplies; 167 Industrial Park Cir, Livingston, TN 38570-6041",2014-11-25,2015-01-14,ME,34
"Alin Machining Company, Inc. (d/b/a Power Plant Services; 3131 W. Soffel Ave, Melrose Park, IL 60160",2014-11-07,2015-01-12,ME,2
Heartland Credit Union,2014-11-09,2015-01-06,ME,1
Art of Tea,2014-10-16,2014-12-31,ME,9
"Park 'N Fly (""PNF""), 3399 Peachtree Road, Atlanta, GA 30326",2013-11-27,2014-12-30,ME,53
"Lokai Holdings, LLC, 170 Varick Street, 12 Floor, NY, NY 10013",2014-07-18,2014-12-24,ME,324
"Azusa Pacific University, 901 East Alosta Ave., Azusa, CA  91702",2014-11-17,2014-12-22,ME,1
"Quest Diagnostics, 1290 Wall Street West, Lyndhurst, NJ 07071",2014-11-17,2014-12-19,ME,6
"Mosaic Sales Solutions US Operating Co., LLC",2014-11-10,2014-12-12,ME,630
"bebe stores, Inc., ",2014-11-08,2014-12-05,ME,18
Simms Fishing Products,2014-09-01,2014-11-25,ME,19
Fidelity Investments ,2014-04-24,2014-11-24,ME,1
Bartell Hotels,2014-10-01,2014-11-19,ME,1
Cowboys BBQ & Steak of FT Pierce,2014-10-01,2014-11-19,ME,1
Key West Crowne Plaza,2014-10-01,2014-11-19,ME,1
Nomorerack.com,2014-10-01,2014-11-19,ME,251
PF Chang's China Bistro,2014-10-01,2014-11-19,ME,7
PHE Inc Sinclir Institute,2014-10-01,2014-11-19,ME,2
"Sourcebooks, Inc., ",2014-10-01,2014-11-19,ME,1
Stay 123.com,2014-10-01,2014-11-19,ME,7
"Evolution Nature Corp., d/b/a The Evolution Store",2014-03-02,2014-10-09,ME,5
Green Energy Training Academy,2013-10-19,2014-10-27,ME,1
"Reeves International, Inc. (operator of Breyer Horses website)",2013-03-31,2014-10-23,ME,110
Hampton Inn Revere,2014-09-01,2014-10-20,ME,6
Neiman Marcus,2014-09-01,2014-10-20,ME,3
The Natural Online,2014-09-01,2014-10-20,ME,3
"Cyberswim, Inc.",2014-05-12,2014-10-14,ME,103
UIL Holdings Corporation,2014-09-13,2014-10-06,ME,12
"Dworken, Hillman, LaMorte & Sterczala, P.C.",2014-09-12,2014-10-01,ME,7
USAA Federal Savings Bank (The UPS Store),2014-01-20,2014-09-26,ME,3
Bartell Hotels,2014-02-16,2014-09-12,ME,21
"California State University, East Bay",2013-08-23,2014-09-05,ME,3
LPL Financial LLC,2013-11-14,2014-09-03,ME,1
The Dreslyn,2014-04-23,2014-08-04,ME,1
Ghirardelli #109,2014-07-01,2014-08-19,ME,6
My Computer Works,2014-07-01,2014-08-19,ME,1
Ticher BMW Porche,2014-07-01,2014-08-19,ME,1
